movie_odid,display_name,rental_revenue,vod_revenue,rental_and_vod_revenue,streaming_revenue,est_revenue
202350100,The Good Lie,3162396,7364372,,3748498,
202360100,Hateship Loveship,,11308,,40643,
202390100,Predestination,3631150,6915078,,25000,862788
202400100,Paradies: Hoffnung,,,,25000,
202430100,Du rififi chez les hommes,,,,,
202450100,Finding Vivian Maier,,3723668,,1574999,
202460100,Cuban Fury,,235847,,44970,
202470100,Boyhood,9393577,57452496,,9390998,2531439
202530100,Anita: Speaking Truth to Power,,236817,,135949,
202550100,Joe,5952095,21377720,734436,294033,1095497
202570100,Return to Nuke 'Em High Volume 1,,,,25000,141571
202630100,A Most Wanted Man,6016978,11610652,,7728498,554832
202700100,Tusk,,1820205,,1574999,266269
202810100,The Nut Job 2: Nutty by Nature,5262818,9988125,,9390998,1963444
202820100,Captain America: Civil War,13094395,126287095,,19000000,45771988
202830100,Avengers: Infinity War,10258154,391590200,,,
202880100,Afflicted,862571,227360,,95428,202557
202950100,Moms’ Night Out,20076372,22372650,,6678498,3361430
202970100,Stage Fright,,84015,,25000,13396
202980100,Words and Pictures,,544877,,3748498,330596
203000100,Make Your Move,,154564,,98521,128734
203030100,"As Above, So Below",3297663,27105440,,8603498,322850
203040100,Everest,10526664,25326160,,12120997,4565087
203050100,Pitch Perfect 2,13777457,132001859,,19000000,20738398
203060100,Frank,,,,508084,
203070100,A Field in England,,116718,,25866,91610
203120100,John Doe: Vigilante,,38316,,25000,
203220100,Jules et Jim,,,,25000,
203250100,Last Days in the Desert,,539917,,25000,
203290100,The Wedding Ringer,31329051,86436456,,14745997,3446396
203300100,Palo Alto,,1852827,,604589,
203350100,God Help the Girl,,140016,,80921,
203400100,My Old Lady,,318274,,3748498,457203
203430100,The Pirate Fairy,,11861370,1746049,25000,12445158
203440100,The Rover,3263384,1140942,,1574999,190815
203460100,La Vénus à la fourrure,,,,269469,
203500100,Te shu shen fen,,,,25000,628358
203520100,Brick Mansions,11563855,5913510,,8603498,2503269
203600100,The Legend of Tarzan,15795926,41604920,,19000000,11314381
203670100,Tom yum goong 2,,,,25000,1044732
203690100,The Signal,866812,1249271,,473206,202585
203720100,Quai d’Orsay,,,,25000,
203730100,It Felt Like Love,,64500,,26631,
203750100,Fed Up,,14205117,,1574999,518255
203760100,Obvious Child,,1290088,,3748498,95954
203850100,Le temps de l'aventure,,68119,,59481,
203900100,Snowpiercer,3187772,29059965,,3748498,1217444
203970100,Odd Thomas,,1426545,373886,25000,1107479
204010100,Almost Human,,,,25000,8842
204030100,Jeune & Jolie,,,,78055,
204040100,Lucky Them,,286432,282482,38584,
204140100,Hank and Asha,,,,25000,
204170100,Walking with the Enemy,1177241,190230,,25000,
204190100,Borgman,,161113,,45262,
204210100,The Congress,,390097,,108529,30793
204220100,The Fluffy Movie,,826164,,3748498,1045481
204230100,Wish I Was Here,792249,639632,,3748498,138887
204250100,Inherent Vice,,1751678,,5428498,1094893
204260100,Aloha,14095089,57679424,,8603498,3275686
204270100,The Man From U.N.C.L.E.,15914540,29470520,,12120997,3794499
204280100,Run All Night,17928478,22977180,,9390998,4304085
204290100,Focus,29308762,157667088,,14745997,4245033
204300100,Get Hard,29169700,182650074,,16977247,12894589
204320100,The Brothers Grimsby,2195766,4101918,,5428498,1196358
204330100,The Intern,25160229,151823360,,16977247,7401974
204340100,The Conjuring 2: The Enfield Poltergeist,8312928,,,18767497,4958227
204350100,How to be Single,14961766,59064530,,12120997,2674109
204360100,Goosebumps,19694916,47564577,,16977247,9630389
204470100,The November Man,6962769,17192240,,9390998,575477
204570100,The Disappearance of Eleanor Rigby,,313465,,462382,
204580100,Every Secret Thing,3258984,35243140,,81535,
204610100,Tracks,,427408,,401479,
204640100,Korengal,,4375806,,79782,
204650100,The Zero Theorem,,745688,,202943,188850
204660100,God’s Pocket,,2457232,,131085,185822
204670100,Cold in July,,25527,,333288,237165
204730100,Ride Along 2,21095787,67921750,,16977247,6826770
204740100,Flex is Kings,,69225,,25000,
204770100,Calvary,,494416,,3748498,22605
204790100,Locker 13,,36322,,25000,
204830100,Ai Weiwei: The Fake Case,,84398,,45141,
204840100,Wolf Creek 2,,168667,,25000,114806
204850100,The Angriest Man in Brooklyn,1400117,929972,362419,25000,
204870100,Little Boy,1642852,1412556,,5428498,1368254
204900100,The Skeleton Twins,1712776,3234286,,5428498,149686
204910100,Laggies,,2554974,,346766,84366
204960100,Gamgi,,,,25000,
204970100,The Slumber Party Massacre,,,,25000,
205020100,The Hornet’s Nest,,1694445,,246256,729922
205030100,Life’s a Breeze,,73582,,25000,1500
205050100,Revenge of the Green Dragons,,209082,,25000,45905
205060100,Road to Paloma,,263433,,25000,163620
205090100,Welcome to Me,,836413,,492760,
205100100,Taken 3,21469018,51253840,,16977247,11835219
205110100,The Martian,25022595,261838057,,19000000,24953902
205120100,Logan,17254102,162283792,,19000000,28900659
205190100,Night Moves,,503087,,214007,111507
205200100,They Came Together,3846879,6218454,,2019967,126914
205220100,Libertador,,,,89040,61826
205230100,The Second Best Exotic Marigold Hotel,3091604,4589346,,10860997,2576367
205250100,Exists,,406898,,25000,
205300100,Third Person,2485404,1191450,,1574999,241260
205370100,Half the Road,,,,25000,
205380100,Evergreen: The Road to Legalization,,,,25000,
205390100,K2: Siren of the Himalayas,,469498,,25000,
205430100,Ilo Ilo,,32923,,42581,
205470100,Enchanted Kingdom,,117076,,25000,
205480100,Ida,,593736,,3748498,318887
205510100,A Long Way Down,,266675,,25000,91544
205520100,Wild Card,11574623,9996006,,25000,1795538
205560100,Agent F.O.X.,,135106,,25000,
205620100,Magic in the Moonlight,,621962,,6678498,447374
205640100,Pioneer,,135050,,25000,14486
205670100,Alceste a bicyclette,,,,303317,
205690100,Whitey: United States of America v. James J. Bulger,,1346386,,59756,20464
205700100,Ivory Tower,,817480,,78400,125505
205720100,And So It Goes,3135475,2307942,,7728498,257339
205730100,Life Itself,,992243,,638233,79567
205740100,Left Behind,5443544,3885715,,6678498,2054287
205750100,Paul Blart: Mall Cop 2,32838885,70604112,,14745997,7240905
205770100,Last Days in Vietnam,,757822,,367065,142474
205780100,I Origins,,561293,,264972,
205900100,The Love Punch,,1116167,,25000,
205930100,Autómata,,4331980,,10099837,141170
205950100,Birdman or (The Unexpected Virtue of Ignorance),10369330,46427320,,12120997,3427228
206010100,Half of a Yellow Sun,,111783,,42942,
206030100,Jimi: All is By My Side,,271666,,268467,24174
206040100,A nagy füzet,,,,52160,
206090100,Behaving Badly,,398352,,25000,
206100100,Tip Top,,53308,,25000,4612
206120100,The Theory of Everything,5939569,,,10860997,2657711
206130100,Monkey Kingdom,,269269,,7728498,
206140100,Persecuted,,108926,,1574999,24425
206200100,The Butterfly Room,,135806,,25000,
206210100,Double Indemnity,,,,,
206250100,Anna,641156,176644,,2933917,
206270100,The Girl on the Train,47241,144537,,25000,
206300100,Beneath the Harvest Sky,,83241,,27380,4712
206360100,Hellion,,108543,,40752,
206370100,Land Ho!,,267605,,572851,
206380100,Child of God,,166654,,29885,26697
206390100,The Two Faces of January,,620777,,399627,40061
206400100,Life After Beth,,727368,,63248,118210
206410100,Love is Strange,,420794,,3748498,48484
206420100,Starred Up,,670745,,43246,
206430100,The Identical,,182883,,3748498,82367
206440100,Magic Mike XXL,6147356,17054435,,14745997,8252980
206450100,Two Night Stand,,2230473,,25000,
206460100,The Night Before,17821396,43224480,,12120997,2605253
206470100,King Arthur: Legend of the Sword,10246598,45491816,,10860997,9786217
206480100,Alive Inside,,,,202137,478864
206530100,The Suspect,,254281,,25000,
206590100,The Internet’s Own Boy: The Story of Aaron Swartz,,1890686,,39954,
206680100,Whiplash,4497444,23414841,,6678498,1952495
206700100,Who is Dayani Cristal?,,8266,,25000,
206710100,Mememe no kurage,,62549,,25000,
206720100,Hector and the Search for Happiness,,374662,,1574999,
206740100,Mortdecai,12095468,7337020,,5428498,1388000
206750100,Sisters,28482859,65650176,,16977247,5816476
206790100,Pour une femme,,,,96677,
206820100,Water & Power,,79003,,33514,
206990100,Come Back to Me,,125954,,25000,
207000100,Everly,,480656,,25000,649171
207020100,Jack et la mecanique du coeur,,,,25000,100518
207050100,The Last of Robin Hood,,148458,,134771,40511
207090100,Song One,,476129,,25398,64730
207100100,Superfast!,,,,25000,
207130100,Desert Dancer,,78229,,122276,
207140100,The Imitation Game,12834796,81539311,,16977247,5590893
207150100,Mr. Turner,,464969,,3748498,335430
207160100,London Has Fallen,19655476,77979420,,14745997,9647844
207170100,Ben-Hur,8481393,8952540,,9390998,2674889
207180100,A Monster Calls,914245,1418244,,3748498,1936457
207220100,App,,69135,,25000,
207270100,Code Black,,1380943,,149805,
207300100,The Women,,,,,
207330100,Les chevaux de Dieu,,,,25000,
207350100,Dinosaur 13,,356733,,25000,45542
207380100,The Keeping Room,,204251,,25000,
207430100,Ricki and the Flash,4382490,5042756,,9390998,
207440100,The Walk,6448824,7922430,,6678498,1371381
207450100,America: Imagine a World Without Her,,2237569,,6678498,1388892
207520100,Coherence,,3572441,,80811,
207530100,Dom over dod man,,,,49223,
207540100,Tokarev,11743108,3877710,58064,25000,1510117
207550100,The One I Love,,782285,,402913,35743
207560100,Wild,9062369,32418624,,10860997,4759104
207570100,Far from the Madding Crowd,1733208,5248638,,6678498,267769
207580100,Hot Pursuit,20145012,88455108,,10860997,5730107
207590100,Midnight Special,2186610,5397564,,3748498,1487944
207610100,Geostorm,10549429,71455635,,10860997,1140701
207620100,Next Year Jerusalem,,48505,,25000,
207710100,Honeymoon,,406423,,25000,32703
207720100,The ABC’s of Death 2,,178432,,25000,30998
207760100,Rosewater,,475788,,3748498,261116
207780100,Dark Places,3639054,11069750,,164263,479226
207810100,Tracers,3402304,1516308,,25000,795929
207830100,Dast-Neveshtehaa Nemisoosand,,,,25000,
207920100,Citizen Koch,,102173,,121203,
207990100,Point Break,11315641,24683880,,9390998,3119583
208110100,Saint Laurent,,106680,,338213,84871
208120100,Ballet 422,,251633,,262674,30744
208160100,Cantinflas,,3889016,,5428498,
208230100,"Aimer, boire et chanter",,114748,,25000,
208240100,La danza de la realidad,,,,231273,203450
208260100,A Place in Hell,,16593,,,
208330100,The Lego Ninjago Movie,6025138,41719950,,14745997,7690818
208490100,Black or White,7546443,7955960,,8603498,2782938
208500100,The Humbling,,468832,,25000,41257
208510100,Innocence,,121521,,230599,3289
208560100,Ping Pong Summer,,239493,,25121,34594
208580100,Sausage Party,9408567,91531701,,16977247,6987424
208620100,Arme Riddere,,79798,,25000,2182
208650100,Max,16211557,22953381,,12120997,7497411
208660100,The Gunman,7058105,5807750,,6678498,1493654
208670100,Scouts Guide to the Zombie Apocalypse,1956777,8258196,,3748498,1220038
208680100,Masterminds,9759826,34781016,,7728498,1522232
208690100,The Visit,8826503,54203226,,14745997,2466823
208700100,The Forest,6050516,4732452,,9390998,1518753
208730100,It Follows,4754622,21420804,,6678498,2002791
208760100,Fort McCoy,,77779,,62172,
208790100,May in the Summer,,,,25000,1871
208800100,The Pyramid,,2805023,,3748498,
208820100,Are You Here,6183018,4563156,,25000,102017
208840100,Joy,6401215,18913490,,14745997,3474916
208920100,Los insolitos peces gato,,,,25000,
208930100,Oh Boy,,,,118342,28988
208970100,Finding Fela!,,65735,,95272,4024
208980100,The Song,579140,413064,,1574999,
208990100,Neighbors 2: Sorority Rising,14335274,50205591,,14745997,3283414
209000100,Ouija: Origin of Evil,2119877,17088336,,10860997,1389848
209020100,Fantastic Beasts and Where to Find Them,14680509,365943000,,19000000,34493656
209040100,Rogue One: A Star Wars Story,10664462,102606720,,19000000,49145057
209070100,Captain Underpants: The First Epic Movie,12268756,34881330,,14745997,8828669
209080100,A Girl Walks Home Alone at Night,,164150,,428425,
209130100,No Escape,13625626,18177712,,9390998,
209170100,Stop the Pounding Heart,,54656,,25000,
209180100,Conte d’été,,,,156548,
209200100,White Bird in a Blizzard,,325837,,26634,142637
209230100,Some Kind of Beautiful,1579919,1936552,,25000,
209250100,5 Flights Up,437077,690294,,1574999,278678
209270100,American Sniper,27727175,250808904,,19000000,40829120
209300100,The Vatican Tapes,952342,2581616,,1574999,122092
209310100,You're Not You,,336052,,25000,
209320100,The Boss Baby,19703152,372108858,,19000000,20307591
209330100,Hitman: Agent 47,9093202,13085010,,8603498,4257532
209380100,Test,,117781,,25000,
209390100,Match,,,,25000,
209460100,Bridge of Spies,10564532,100512243,,14745997,6078276
209470100,The BFG,3277418,11223810,,14745997,8489221
209550100,Video Games: The Movie,,123145,,25000,
209580100,Straight Outta Compton,12847626,65398059,,19000000,15316801
209590100,Spare Parts,1369779,1716106,,3748498,
209600100,Dear White People,1540809,3484288,,3748498,341582
209650100,Area 51,883981,3412374,,25000,
209940100,Tore tanzt,,,,25000,2309
209950100,Siddharth,,,,47673,
209970100,Postman Pat: The Movie,,77268,,25000,
209980100,Listen Up Philip,,140145,,157599,
209990100,Kis uykusu,,,,130347,40813
210010100,The Homesman,1788247,4863292,,3748498,1334736
210040100,Elsa & Fred,,,,53280,138538
210050100,Ex Machina,10386809,110589304,,9390998,5454852
210180100,Ironclad: Battle for Blood,,134455,,25000,37190
210200100,At the Devil’s Door,,188445,,25000,16783
210210100,Nightcrawler,14754057,35530806,,10860997,2484950
210220100,Beyond the Lights,2858539,8298270,,6678498,998305
210240100,Operation Avalanche,,131787,,25000,
210250100,Turist,,2303698,,1574999,52537
210270100,Pacific Rim: Uprising,9859273,98571460,,,
210280100,The Dog,,117996,,35108,4811
210290100,Adieu au langage,,,,341036,17208
210350100,Demonic,,173450,,2019967,
210380100,Infinitely Polar Bear,,743508,,1574999,42631
210400100,Lost River,,159106,,35777,
210410100,The Remaining,2287525,2328837,,1574999,262476
210430100,Fifi az khoshhali zooze makeshad,,72990,,25000,
210450100,The Guest,2787818,6943592,,291305,1333114
210460100,Black Mass,9552800,55878816,,14745997,5900807
210520100,Sin-ui Hansu,,61863,,25000,15215
210600100,Falcon Rising,,3753499,,25000,
210610100,Bing Fung: Chung Sang Chi Mun,,159382,,25000,55900
210660100,Archipelago,,73292,,25000,
210690100,Keep On Keepin’ On,,127003,,127992,
210700100,To Be Takei,,691117,,40541,
210730100,The Green Prince,,157382,,203362,31834
210740100,Pride,,,,1574999,1187032
210770100,Annabelle,2828885,26267916,,16977247,4646012
210780100,Black Sea,2573713,3479868,,1574999,719072
210790100,Hillsong: Let Hope Rise,,1688409,,3748498,
210820100,The Revenant,18797175,170044872,,19000000,19610589
210840100,Viaggio sola,,296612,,241697,
210850100,There’s No Place Like Utopia,,,,35638,
210870100,Arrugas,,82459,,25000,
210890100,Corpus Christi,,,,25000,
210900100,Take Me to the River,,,,54021,
210940100,Jenny’s Wedding,,63315,,25000,
210950100,Lambert & Stamp,,123921,,144365,81041
210970100,Rudderless,939175,1008366,,44101,
211000100,Antboy II: Den Røde Furies hævn,,33141,,25000,
211100100,Atlas Shrugged: Who Is John Galt?,,483899,,670706,629332
211130100,Kaguyahime no monogatari,,,,1574999,1360093
211140100,Horns,,877722,,129528,875026
211210100,"10,000 KM",,82250,,25000,
211230100,Dod Sno 2,,317397,,25686,98721
211260100,The Riot Club,,,,25000,
211270100,Sinister 2,4069924,19350532,,9390998,1140546
211280100,Mommy,,184697,,3748498,
211350100,The Look of Silence,,244767,,85908,26306
211370100,Manglehorn,,,,104163,
211390100,Burnt,6298831,25162215,,6678498,1495884
211440100,Guardians of the Galaxy Vol 2,16947961,165612744,,19000000,47281908
211450100,Kong: Skull Island,14398818,146486304,,19000000,28040462
211520100,Believe Me,,115550,,25000,12281
211660100,Sunshine Superman,,75936,,69376,23016
211670100,Seymour: An Introduction,,,,574673,
211700100,Big Game,2217553,5997129,,25000,1280424
211710100,Welp,,158570,,25000,33476
211720100,[REC] 4: Apocalypse,,298259,,25000,
211730100,The Duke of Burgundy,,23993,,44617,
211750100,Spring,,1910812,,39351,
211820100,Web Junkie,,72158,,25000,
211850100,The Hateful Eight,12678983,106669890,,14745997,12562289
211860100,Down a Dark Hall,392717,3045236,,25000,
211870100,The Sea of Trees,1320100,1007048,,25000,115810
211890100,Skiptrace,621926,437437,,25000,812194
211910100,I Saw the Light,40534,7765178,,1574999,1038003
211980100,Memphis,,86604,,25000,974
211990100,Born to Fly: Elizabeth Streb vs. Gravity,,44546,,25000,
212000100,"20,000 Days on Earth",,229586,,220152,154284
212010100,Diplomatie,,106919,,181818,
212040100,Zero Motivation,,562465,,91385,
212060100,The DUFF,16764229,94732104,,10860997,3983978
212070100,Child 44,2010415,2959086,,1574999,
212080100,Me Before You,9425744,54091376,,14745997,5458249
212090100,The 5th Wave,18939807,51665950,,10860997,5114361
212120100,Marie's Story,,53071,,25000,
212140100,Paper Towns,5167368,11714456,,10860997,3558766
212190100,Myeong-ryang,,97896,,3748498,73498
212220100,Risen,4732512,4732416,,10860997,5466379
212230100,On Any Sunday: The Next Chapter,,10207324,,401559,299678
212290100,Camp X-Ray,,46974,,25000,49857
212320100,Captain Fantastic,278579,2385550,,5428498,737696
212330100,The Last Witch Hunter,18938227,52957476,,9390998,10101272
212360100,Kickboxer: Vengeance,,458995,,25000,524238
