movie_odid,display_name,rental_revenue,vod_revenue,rental_and_vod_revenue,streaming_revenue,est_revenue
244600100,The Messenger,,,,53405,
244650100,Personal Shopper,,219694,,1574999,30372
244700100,Gifted,7124548,60419814,,8603498,1828536
244740100,The Keeping Hours,,178901,,25000,
244750100,A Dog’s Purpose,12749626,85085748,,14745997,9220788
244890100,Atomic Blonde,12053671,99690162,,14745997,5712834
244970100,Atrapa la bandera,,182869,,25000,
245210100,Absolutely Fabulous: The Movie,,480287,,3748498,
245320100,The Whole Truth,2695548,1785004,,25000,1287886
245430100,In Search of Fellini,,98997,,25000,
245490100,Moonlight,4663671,41517280,,9390998,1696067
245500100,Chronic,,67340,,25000,
245510100,El abrazo de la serpiente,,564187,,1574999,
245520100,Crash Pad,,82058,,25000,
245780100,Dark Crimes,2568719,1861728,,,
245830100,Red Herring,,45833,,38966,
245890100,Super Troopers 2,7177637,82675498,,,
245980100,Backstabbing For Beginners,,458732,,5386580,
245990100,Bitter Harvest,,58356,,438827,
246000100,Midnight Sun,1193075,,,,
246040100,The Man in 3B,,88035,,229566,
246100100,Krigen,,126720,,96785,
246120100,The Void,,1351285,,118946,
246130100,Before I Fall,2655989,19018340,,6678498,690549
246150100,The Assignment,1900797,740904,,25000,620330
246220100,Friend Request,,503514,,3748498,101399
246330100,The Dead Room,,39195,,25000,7467
246430100,They Will Have to Kill Us First,,32386,,403993,
246440100,The Disaster Artist,1608677,12761097,,8603498,
246450100,Bad Santa 2,2243022,3450888,,7728498,1571649
246470100,Lazer Team,,2659934,,1574999,24541
246590100,A Street Cat Named Bob,,143868,,65129,
246610100,The Hitman’s Bodyguard,20967806,338668200,,16977247,6094169
246690100,Hitting the Apex,,,,25000,
246740100,De la guerre,,33618,,25000,
246780100,Mark Felt: The Man Who Brought Down the White House,,700205,,605309,55682
246790100,Imperium,1081622,2336164,,25000,326885
246810100,Antibirth,,44438,,1683306,
246820100,Gotti,2009655,119762578,,25000,
246830100,Aftermath,2172022,,,25000,808415
246850100,Noma: My Perfect Storm,,195531,,25000,
246920100,"Don Gato, el inicio de la pandilla",,30552,,5386580,
246930100,Mohawk,,54019,,,
247120100,68 Kill,,54049,,25000,3990
247190100,La dame dans l’auto avec des lunettes et un fusil,,233304,,25000,
247200100,Robinson Crusoe,2839576,2088315,,5428498,
247210100,The Commuter,12497949,38431536,,,
247220100,Our Kind of Traitor,893676,2533226,,3748498,
247310100,Microbe et Gasoil,,,,50244,
247350100,A Happening of Monumental Proportions,,31402,,25000,
247390100,O Menino e o Mundo,,,,101965,82868
247450100,Ghost Team,,101440,,25000,
247500100,Alpha,4449340,68419920,,,
247510100,Middle School: The Worst Years of My Life,3390424,9756965,,8603498,2099756
247540100,Sangailes vasara,,381688,,25000,
247620100,Blockers,15961122,246172416,,,
247810100,Birth of the Dragon,1008465,2297460,,5428498,
247830100,Wonderstruck,,60549,,1574999,
247890100,Open Season Scared Silly,1137417,692512,,25000,1704773
247950100,The Fear of 13,,48063,,25000,
247970100,Brief Encounter,,,,,
248010100,Kôkaku Kidôtai,,105673,,79697,
248220100,31,329025,3877484,,614108,2404995
248240100,12 Feet Deep,,32453,,25000,
248250100,Bikes vs Cars,,25379,,25000,
248360100,"As Mil e Uma Noites: Volume 1, O Inquieto",,,,25000,47843
248460100,Bakemono no ko,,154861,,386381,1226468
248530100,Amorous,,55542,,25000,
248680100,Mission: Impossible—Fallout,5298742,182166050,,,
248830100,"As Mil e Uma Noites: Volume 2, O Desolado",,,,25000,
248840100,"As Mil e Uma Noites: Volume 3, O Encantado",,,,25000,
248860100,Lamb,,144916,,25000,
248890100,American Hero,,157830,,673322,
248980100,Whiskey Tango Foxtrot,15966520,76315878,,8603498,2427301
248990100,Talent Has Hunger,,,,25000,
249010100,Meet the Blacks,8914647,4966801,,5428498,715706
249020100,The Girl King,,280687,,25000,
249080100,Warren Miller's Chasing Shadows,,242740,,25000,
249110100,Frank & Lola,,70309,,25000,31180
249220100,11 minut,,33921,,25000,
249320100,Terror 5,,,,25000,
249410100,Lolo,,98268,,25000,
249440100,Mon roi,,86517,,42615,15734
249480100,Savva. Serdtse voyna,,,,20199674,
249510100,Anguish,,194947,,25000,
249520100,Miekkailija,,19168,,75561,
249550100,Max Steel,867959,5406406,,3748498,1449361
249560100,My Little Pony: The Movie,3083336,7905115,,8603498,1411629
249580100,The Winding Stream,,117193,,25000,
249670100,Tokyo Fiancée,,,,25000,
249800100,Chappaquiddick,1115206,2850258,,,
249830100,Zoom,,44108,,25000,
249910100,Rise of the Footsoldier Part II,,,,,
249940100,La glace et le ciel,,25484,,25000,
249970100,Bastille Day,2173355,,,39587,
249980100,Blue,,26251,,25000,
249990100,Greater,,7005885,,3748498,1186133
250000100,Snowtime!,,94553,,25000,16383
250040100,Martyrs,,,,25000,
250060100,Busco Novio Para Mi Mujer,,145762,,1574999,
250090100,Compadres,1214221,555462,,3748498,
250100100,I Am Bolt,,1997238,,25000,
250110100,Marshall,1063779,13902370,,6678498,254169
250320100,Campanadas a medianoche,,35006,,99795,363263
250360100,High Strung,,298676,,42090,
250900100,The Pack,,53251,,25000,
250910100,La città delle donne,,54219,,25000,30532
250940100,Born to Be Blue,,513435,,594683,
251040100,The Emoji Movie,11497665,75533430,,16977247,8748189
251050100,The Snowman,5242588,6973560,,5428498,451332
251060100,Sherlock Gnomes,10265356,81869925,,,
251070100,Hotel Transylvania 3: Summer Vacation,6686570,113588288,,,
251090100,Full of Grace,,68427,,25000,
251120100,Robo-Dog,,,,25000,
251210100,The Bounce Back,,237547,,253504,
251220100,East Side Sushi,,434649,,25000,
251230100,Fallen,,335006,,25000,
251290100,Molly’s Game,3311274,23553420,,9390998,
251360100,Second Coming,,42709,,25000,
251430100,Summer Camp,,329070,,25000,
251460100,Barbie: Spy Squad,340168,415867,,25000,1505854
251480100,L'enquête,,,,25000,
251610100,mother!,3990667,15361542,,7728498,87709
251620100,Against the Wild: Survive the Serengeti,,,,85013,
251660100,Kicks,,183890,,118275,
251690100,Paterson,,329730,,3748498,
251700100,La belle et la bête,,,,25000,891077
251710100,The Perfect Match,3082963,1788860,,5428498,637236
251760100,L’ombre des femmes,,33762,,39604,
251770100,Rak ti Khon Kaen,,43674,,40911,79066
251790100,Looking For Grace,,8514,,25000,
252310100,Dad’s Army,,67842,,25000,
252340100,Xi You Ji zhi Sun Wu Kong San Da Bai Gu Jing,,,,559111,24321
252760100,Manhattan Night,,146333,,25000,
252770100,Memoria,,42286,,25000,
252800100,Avril et le monde truqué,,48423,,232697,240067
252840100,Prayer Never Fails,,30743,,25000,
252860100,Mei Ren Yu,,167889,,3748498,
252900100,The Great Gilly Hopkins,,317909,,25000,
252930100,Der müde Tod,,9874,,,
253010100,River of Grass,,28048,,25000,
253020100,The Automatic Hate,,28755,,25000,
253040100,A Bit of Bad Luck,,31654,,25000,
253050100,"Kill Me, Deadly",,29354,,28371,
253140100,Gaturro,,25045,,25000,
253210100,Zero Days,,2654206,,86349,
253300100,Burning Bodhi,,28766,,25000,
253430100,A Kind of Murder,,103372,,25000,39983
253460100,America Wild: National Parks Adventure,,,,25000,
253470100,The Trust,3206150,889340,,25000,179503
253620100,Huang feihong zhi yingxiong you meng,,14596145,,25000,1305235
253630100,Certain Women,,71198,,1574999,34034
253800100,The Predator,3510925,86390576,,,
253920100,Swap,,78775,,25000,13047
253980100,Les Saisons,,96414,,118197,
254060100,Quackerz,,47421,,25000,18755
254200100,Presenting Princess Shaw,,60959,,47405,
254250100,Vergine giurata,,21977,,25000,
254270100,Nerve,6538895,16278912,,10860997,2719247
254280100,Ni le ciel ni la terre,,50594,,25000,
254350100,Yalom’s Cure,,,,25000,
254420100,Behind the White Glasses: Portrait of Lina Wertmuller,,,,25000,
254470100,Weiner,,2939328,,1574999,
254570100,Tyler Perry’s Boo! A Madea Halloween,9845201,40226726,,14745997,8454049
254580100,The Congressman,,31579,,56268,
254590100,The First Monday in May,,1576979,,415386,
254600100,Gernika,,,,25000,
254960100,How to Let Go of the World and Love All The Things Climate Can’t Change,,20543,,28654,
254970100,Being Charlie,,66474,,25000,6098
255020100,Ants on a Shrimp,,50544,,25000,
255150100,The Ones Below,,426389,,25000,32296
255250100,Gu ling jie shao nian sha ren shi jian,,34389,,25000,340800
255290100,Traders,,85267,,25000,
255340100,Annabelle: Creation,5482051,91189571,,18767497,2180864
255370100,Smeshariki. Legenda o Zolotom Drakone,,,,25000,
255520100,Mad Tiger,,24498,,25000,
255620100,Strange & Familiar: Architecture on Fogo Island,,,,25000,
255750100,No Home Movie,,25093,,25000,
255770100,Hunt for the Wilderpeople,,1754082,,5428498,
255930100,One More Time,,227599,,25000,
255950100,Wo de te gong ye ye,,,,25000,28935
256020100,La corrispondenza,,41987,,25000,
256050100,The Dying of the Light,,,,25000,
256060100,Vaxxed: From Cover Up to Catastrophe,,4025676,,1574999,
256090100,Daddy,,,,25000,
256150100,The Von Trapp Family: A Life in Music,,,,25000,
256250100,The Boy Downstairs,,18813,,,
256260100,"Life, Animated",,791619,,200606,
256280100,Table 19,1806571,8743812,,3748498,145987
256320100,Quand on a 17 ans,,36486,,41511,92213
256340100,Tomb Raider,18714073,143464615,,,
256500100,Un Bacio,,,,25000,
256620100,Above and Below,,34028,,25000,
256980100,Boyka: Undisputed,640406,237542,,25000,33184
256990100,Complete Unknown,,89391,,147377,
257010100,Starcrossed,,29462,,25000,
257020100,Sorgenfri,,43446,,25000,
257070100,Kang rinpoche,,42409,,25000,
257160100,Fasandræberne,,,,25000,
257230100,Bacalaureat,,8980,,138580,
257330100,A Mother’s Revenge,,,,25000,
257410100,Observance,,,,25000,
257500100,"Distant Voices, Still Lives",,,,,
257540100,L'attesa,,30893,,43946,
257550100,Eva Hesse,,,,124016,
257570100,Pali Road,,27521,,25000,
257590100,Los sures,,19990,,66144,
257640100,Art House,,,,25000,
257650100,Magical Girl,,,,25000,
257700100,A Wrinkle in Time,6948713,21939768,,,
257910100,Batman: The Killing Joke,228347,2262608,,3748498,5566647
257930100,Café Society,687145,4061660,,6678498,166305
257980100,Sundown,,,,25000,
258000100,Tout en haut du monde,,56392,,25000,
258020100,The Other Side,,43358,,25000,
258030100,Queen of Katwe,,569380,,5428498,
258060100,Warrior’s Gate,,,,25000,37720
258070100,The Final Master,,53992,,25000,44031
258100100,Elstree 1976,,115338,,25000,
258150100,Volki i ovtsy,,2572447,,,
258260100,The Offering,,,,25000,
258280100,"Rabin, in His Own Words",,24989,,25000,
258380100,V paprscích slunce,,,,78306,
258470100,Der Staat gegen Fritz Bauer,,,,227142,16456
258490100,Marauders,4562225,4037405,,25000,605234
258520100,Prehod,,13217,,25000,
258580100,The Professor: Tai Chi's Journey West,,,,25000,
258790100,Golden Years,,32209,,25000,
258830100,Deadpool 2,11597010,552223620,,,
258850100,In a Lonely Place,,152512,,25000,386333
258990100,"Look At Us Now, Mother!",,17340,,25000,
259050100,Don’t Think Twice,,919704,,3748498,
259080100,Les Innocentes,,,,1574999,104107
259120100,Tickled,,1685265,,483490,
259140100,My Scientology Movie,,1468075,,25000,
259240100,Under The Silver Lake,,,,,
259310100,Goksung,,11366462,,619473,
259320100,The Lovers And The Despot,,93128,,43715,
259330100,Little Men,,226324,,553248,
259470100,The Land,,115979,,34458,
259530100,The Missionaries,,,,25000,
259540100,Maraviglioso Boccaccio,,25181,,25000,
259570100,Neruda,,187245,,739540,
259590100,Welcome to Happiness,,40856,,25000,
259840100,Eat That Question: Frank Zappa in His Own Words,,203233,,279621,
259860100,Morris from America,,163352,,71781,13090
259910100,The Seventh Fire,,85900,,25000,
259920100,Julieta,,163548,,1574999,82495
260060100,The Death Note,,,,25000,
260100100,Harry & Snowman,,87225,,442700,616207
260140100,À la vie,,,,25000,
260270100,Equity,,428531,,1574999,36293
260280100,En man som heter Ove,,841137,,3748498,
260300100,Who Gets the Dog?,,244170,,25000,
260310100,Unlocking the Cage,,,,25000,
260330100,Mimimalism: A Documentary About the Important Things,,269047,,206219,
260340100,The Romans,,25884,,25000,
260450100,Thomas & Friends: The Great Race,,,,25000,91487
260490100,The Call Up,,58680,,25000,
260510100,Stalker,,1566527,,211130,172530
260540100,Andrey Rublyov,,,,,
260810100,The Fits,,201380,,131060,
260820100,Approaching the Unknown,789331,575896,,25000,
260840100,Passage to Mars,,41706,,25000,
260900100,Intruder,,12834,,25000,
260940100,Flaskepost fra P,,,,25000,
260960100,The Leisure Seeker,,74593,,,
260980100,Amazonia,,43532,,25000,
261010100,The Intervention,,835073,,25924,
261050100,"Lo And Behold, Reveries Of The Connected World",,2148414,,468493,
261160100,A Ga ssi,,618462,,3748498,
261210100,Kvinden i buret,,,,25000,
261220100,The Little Mermaid,288035,,,25000,
261270100,Le Journal d'une femme de chambre,,,,42195,4361
261290100,Der Vampir auf der Couch,,53860,,25000,
261500100,Elle,,429006,,3748498,258619
261570100,Vigilante Diaries,,88320,,25000,
261740100,Raiders! The Story of the Greatest Fan Film Ever Made,,105482,,56634,
261760100,Call Her Applebroog,,6896,,25000,
261810100,Restored Me,,21894,,28848,
261880100,Au nom de ma fille,,37964,,25000,
262070100,Christine,,452705,,235088,
262080100,USS Indianapolis: Men of Courage,2683037,2831684,,26932899,1463116
262100100,Gleason,,651865,,460871,
262110100,Three,,25285,,94146,23467
262140100,Yu-Gi-Oh!: The Dark Side of Dimensions,,,,25000,
262380100,Downriver,,47440,,25000,
262460100,Breaking a Monster,,80032,,25000,
262500100,Argentina,,,,25000,
262660100,L'avenir,,,,305759,39722
262680100,Final Fantasy XV: Kingsglaive,,,,212609,2135819
262690100,Hillary’s America: The Secret History of the Democratic Party,979125,2564370,,6678498,1177508
262730100,Fuocoammare,,395996,,95235,44251
262880100,Roseanne for President!,,42718,,25000,
262910100,Norman Lear: Just Another Version of You,,25080,,55873,3871
262960100,Goldstone,,28253,,25000,
262980100,Undrafted,,62374,,25000,
263070100,The Eagle Huntress,,1137186,,3748498,268139
263080100,Sleight,894546,990088,,3748498,46123
263100100,Cold War 2,,257989,,441649,
263110100,Priceless,373224,,,1574999,1208089
263120100,When Two Worlds Collide,,,,25000,
263130100,Rough Night,12083800,34465106,,8603498,1608626
263150100,Rules Don’t Apply,,181962,,3748498,
263160100,Red Sparrow,7365426,47264310,,,
263170100,Girls Trip,13851498,97379058,,18767497,5211488
263180100,Kraftidioten,,217736,,39576,57430
263190100,Author: The JT LeRoy Story,,79827,,67724,
263200100,Danny Says,,71141,,34818,
263220100,The Eyes of My Mother,,94046,,25000,37373
263230100,Demon,,124842,,81931,
263250100,Glass,93436,,,,
263270100,Only the Brave,6666661,,,7728498,
263280100,How to Be a Latin Lover,4486900,6799665,,10860997,940971
263300100,Transformers: The Last Knight,11112765,99646184,,19000000,18650012
263310100,Ma Loute,,14693,,88579,19496
263470100,The Love Witch,,551251,,180254,153538
263480100,Lowriders,955641,674264,,5428498,81924
263570100,Adult Life Skills,,8836,,25000,
263690100,The Childhood of a Leader,,62340,,25000,
263730100,Ralph Breaks The Internet,2086612,33415632,,,
263800100,Contemporary Color,,16759,,25000,20654
263810100,Forushande,,68618,,3748498,109466
263890100,Rock Dog,4789148,4747127,,5428498,1446557
263900100,The Seasons in Quincy: Four Portraits of John Berger,,22251,,25000,
263910100,Tharlo,,,,25000,
264140100,Busanhaeng,,13285858,,3748498,
264190100,Richard Linklater: Dream is Destiny,,35416,,25000,
264240100,No Manches Frida,441165,14499436,,6678498,
264250100,For the Love of Spock,,793925,,63111,
264260100,Miss Sloane,839106,3123528,,3748498,
264340100,The Greasy Strangler,,76776,,36129,
264350100,Tower,,374299,,80315,
264360100,Sarusuberi: Miss Hokusai,,47355,,175353,125276
264410100,Mãe Só Há Uma,,,,25000,
264430100,Dà Yú Hǎi Táng,,16977,,25000,
264470100,New Life,,399876,,25000,
264480100,Mine,,494255,,25000,1372529
264520100,Free to Run,,31080,,25000,
264550100,Aida’s Secrets,,14079,,77544,
264620100,Beta Test,,44110,,25000,
264650100,I’m Not Ashamed,,340915,,3748498,2100040
264670100,Office Christmas Party,9436560,52633191,,14745997,2334525
264690100,Sleepless,10601681,60398620,,8603498,2612172
264730100,La Tortue Rouge,,85688,,724545,220339
264740100,Life,6853234,,,10860997,7596848
264760100,Born in China,,175978,,6678498,
264790100,Flatliners,7909463,9302584,,7728498,757456
264800100,Just Getting Started,3970832,7202027,,5428498,
264810100,It,15398941,300536013,,19000000,9330404
264840100,Insidious: The Last Key,4825446,64882820,,,
264870100,The Meg,8207397,214580547,,,
264880100,Peter Rabbit,10411727,,,,
264930100,Bumblebee,1650771,,,,
264970100,Halloween,6951229,152018108,,,
265180100,Arlo: The Burping Pig,,48484,,25000,
265220100,Toni Erdmann,,132311,,1574999,75916
265280100,Jigsaw,6719831,47914440,,10860997,844270
265380100,Embrace,,,,324718,
265440100,The Great & The Small,,16718,,25000,
265450100,Life of the Party,12457109,143763282,,,
265480100,Ocean’s 8,7977213,,,,
265490100,Fences,6434562,32445918,,14745997,4885682
265500100,Blair Witch,3192280,9634928,,8603498,1675501
265560100,47 Meters Down,7256780,9405632,,12120997,1644163
265570100,Dean,,35547,,200447,
265580100,The Free World,,66449,,25000,
265590100,Feng Shen Bang,,49542,,112951,42498
265600100,Leatherface,1714637,10004865,,25000,
265610100,Security,1640080,738078,,25000,43000
265650100,The Resurrection of Gavin Stone,,118017,,3748498,235210
265770100,Multiple Maniacs,,32256,,,191957
265800100,Schneider vs. Bax,,25592,,25000,
265850100,Bobby the Hedgehog,,70123,,,
265920100,Dukhtar,,39784,,25000,8814
266140100,Under the Shadow,,1375716,,25000,
266160100,I.T.,924839,1908440,,25000,
266200100,God Knows Where I Am,,,,25000,
266390100,Umi yori mo mada fukaku,,25541,,214304,29540
266460100,Gibby,,42568,,25000,
266490100,We are X,,158331,,35650,39077
266550100,The Last Film Festival,,19183,,25000,
266570100,Spirit of the Game,,55600,,175270,
266600100,The Devil’s Dolls,,89079,,25000,3821
266650100,Amateur Night,,145180,,25000,
266770100,Posthumous,,47940,,25000,
266780100,Shin Godjira,,253114,,1574999,2613990
266810100,Diary of a Wimpy Kid: The Long Haul,5207000,15757600,,8603498,1862627
266820100,Dancer,,254793,,49280,
267010100,Fuchi ni tatsu,,17855,,25000,
267020100,Winchester,4819567,57444200,,,
267090100,Man Down,573702,358400,,25000,
267130100,New World Order,,29131,,25000,
267250100,Blue Jay,,337688,,25000,
267440100,Daughters of the Dust,,,,,55396
267450100,Apprentice,,48588,,25000,
267460100,Cross Wars,,27354,,25000,7338
267500100,The Monster,,1044580,,25000,56784
267610100,Cameraperson,,230905,,80351,41617
267650100,Little Sister,,,,25000,
267680100,Gimme Danger,,890332,,346994,
267780100,The Fourth Phase,,8476185,,25000,
267800100,A Small Good Thing,,17229,,25000,
267860100,On-Drakon,,121247,,25000,919602
267990100,Interrogation,,,,25000,26476
268090100,Replicas,,,,,
268260100,Barbie: Star Light Adventure,888417,423916,,25000,991937
268290100,Dog Eat Dog,992133,255698,,25000,
268330100,Sudden Fear,,50088,,,
268460100,Handsome Devil,,35100,,25000,
268490100,Mr. Church,1607793,1031150,,540052,293506
268530100,Paris pieds nus,,148481,,544633,9010
268540100,King Cobra,,1173563,,58836,
268580100,Newtown,,269887,,25000,
268590100,Aquarius,,10830,,225170,5417
268620100,СПАРТА,,,,25000,
268660100,Contract to Kill,,139327,,25000,62213
268700100,La Leyenda del Chupacabras,,,,25000,
268740100,Ma vie de Courgette,,292851,,243942,
268860100,Railroad Tigers,,3414489,,171710,1165242
268940100,The Neighbor,,,,25000,38203
268970100,Generation Found,,13767,,119504,
269020100,Ventos de Agosto,,22697,,25000,424
269080100,Darkest Hour,4343230,31820256,,14745997,
269100100,Cézanne Et Moi,,18003,,202858,
269120100,Frantz,,167204,,693695,
269190100,Raw,,2721478,,405460,
269240100,Victoria and Abdul,1840897,3023235,,8603498,426081
269340100,Peter and the Farm,,169493,,25000,
269450100,The Age of Shadows,,,,425461,30955
269520100,The Hunter’s Prayer,978272,532004,,25000,544696
269540100,Laavor et hakir,,119238,,1574999,
269560100,American Assassin,12685102,68329905,,10860997,3998410
269600100,Zangiku monogatari,,17626,,25000,51120
269620100,Operation Mekong,,340970,,630009,
269680100,Slava,,20221,,25000,
269690100,A.C.O.R.N.S.: Operation Crackdown,,,,25000,
269720100,Spin Out,,23416,,25000,
269810100,Their Finest,,410926,,3748498,354621
269830100,A Quiet Passion,,207128,,1574999,246458
269910100,The Unspoken,,380349,,25000,
270000100,Chicken People,,268302,,25000,
270040100,Batman: Return of the Caped Crusaders,,246095,,25000,763010
270230100,Come and Find Me,202003,267021,,25000,12145
270320100,Maya Angelou: And Still I Rise,,,,25000,
270350100,Mesyats v derevne,,27785,,25000,
270370100,El Sur,,,,,
270400100,It Had to be You,,151928,,25000,
270410100,Claire in Motion,,,,25000,
270420100,Home Again,8012083,43098396,,9390998,
270430100,Tommy’s Honour,,110588,,448328,
270440100,KEDi,,348830,,3748498,110138
270450100,Vampyres,,30034,,25000,
270590100,The Pit,,,,,69776
270600100,L.O.R.D: Legend of Ravaging Dynasties,,50140,,25000,
270640100,Francesca,,,,25000,
270700100,Feed,,91148,,25000,
270710100,Jeremiah Tower: The Last Magnificent,,674019,,179670,
270860100,Oasis: Supersonic,,2365255,,191258,78658
271010100,The Girl with all the Gifts,1014388,5654298,,25000,421482
271300100,Disobedience,,3088292,,,
271310100,The Mercy,83523,12123,,25000,
271510100,Apple of My Eye,,,,25000,
271550100,Justice League: Dark,,2836252,,25000,2122974
271560100,Roger Corman’s Death Race 2050,268794,,,25000,458621
271620100,The Uncondemned,,,,25000,
271630100,Disturbing the Peace,,18409,,25000,
271650100,"I, Daniel Blake",,26361,,205029,2130
271710100,The Comedian,,410018,,1574999,47944
271720100,Amanda Knox,,,,25000,
271910100,"Fear, Inc.",,204097,,25000,
271940100,Jackie,1441754,7617858,,6678498,883717
272160100,Aardvark,,54781,,,
272170100,Max 2: White House Hero,1443722,597980,,25000,2324695
272270100,War on Everyone,1661216,1053789,,25000,425830
272310100,The Possession Experiment,,251840,,25000,
272540100,I Am Not Your Negro,,5398860,,5428498,1158212
272680100,Lichožrouti,,,,25000,
272920100,Ozzy,,118894,,25000,
272930100,L'Économie du Couple,,17651,,25000,
272970100,Tanpopo,,1476265,,176476,
272980100,Lords of Chaos,,309489,,25000,
273010100,Burden,,38195,,25000,
273020100,XX,,1092838,,25000,23827
273040100,Detour,,,,25000,14628
273260100,L’albero degli zoccoli,,20047,,,
273400100,La Fille Inconnue,,21770,,118581,
273410100,Ali and Nino,,40011,,25000,
273420100,Believe,,51365,,701114,40461
273760100,The Old Man and the Gun,1509795,35062173,,25000,
273840100,One Piece Film: Gold,,,,150301,100197
273870100,The Forgiven,,118659,,,
273880100,The Watermelon Woman,,73434,,,
273970100,"All Governments Lie: Truth, Deception, and the Spirit of I.F. Stone",,,,25000,
274000100,The Hangman: Shepherds and Butchers,,75753,,25000,
274020100,So B. It,,27962,,36230,
274080100,The Beguiled,1078602,,,6678498,649788
274090100,Spark: A Space Tail,,54882,,154711,
274130100,Un Padre No Tan Padre,,106171,,3748498,
274180100,The Case for Christ,994066,1540896,,6678498,3704605
274430100,The Vault,,50092,,25000,
274450100,A Dark Song,,201455,,25000,
274630100,The Man Who Invented Christmas,,241519,,5428498,
274640100,Powidoki,,14232,,26336,
274840100,Astro,,7247,,25000,
274860100,A Star is Born,9688115,,,,
274870100,"Everything, Everything",3679410,8511045,,10860997,1154956
274970100,Blood on the Mountain,,43751,,25000,
275040100,Pojkarna,,1696,,25000,
275180100,David Lynch: The Art Life,,127566,,134992,57178
275410100,Esteros,,42792,,25000,
275450100,The Crash,,88403,,25000,
275470100,God Bless the Broken Road,723676,818748,,,
275480100,Robo-Dog: Airborne,,34053,,25000,
275560100,Desu nôto: Light Up the New World,,,,25000,
275610100,The Legend Of Ben Hall,,85062,,25000,549033
275640100,100 Streets,,152835,,25000,25257
275730100,Egon Schiele: Tod und Mädchen,,7312,,25000,
275960100,The C Word,,31641,,25000,
275970100,Belly of the Bulldog,,33652,,25000,13600
276070100,Chongtian Huo,,19797,,61722,
276080100,Lao shi,,7308,,25000,
276110100,Lovesong,,28931,,25000,
276190100,13th,,,,25000,
276200100,Beyond Skyline,,5134822,,25000,209965
276230100,Measure of a Man,,41282,,25000,
276240100,Umi ga kikoeru,,,,69093,100533
276250100,Vice,824858,,,,
276290100,Sword Master,,74868,,59477,
276300100,Surf’s Up 2: Wavemania,,,,25000,
276310100,We Don’t Belong Here,,28789,,25000,
276350100,Nerdland,,29057,,25000,4816
276440100,Kimi no na wa,,,,5428498,3099348
276480100,Mortal Engines,2760503,6776049,,,
276510100,Les héritiers,,,,25000,
276770100,Beyond the Gates,,91141,,25000,31391
276810100,The Wall,2846790,4653384,,1574999,134408
276880100,The Humanity Bureau,2191559,3823488,,,
276960100,Bar Bahar,,13104,,,
276970100,La Reina de España,,41322,,25000,
276980100,Mum’s List,,,,25000,
276990100,Revolution - New Art for a New World,,,,25000,
277040100,Kurîpî: Itsuwari no rinjin,,,,25000,
277190100,Io e lei,,,,25000,
277280100,Lady Macbeth,,180291,,1574999,
277290100,The Dinner,1755341,1338798,,1574999,107777
277320100,Show Dogs,3699806,24596198,,,
277340100,First Kill,7159786,2432168,,25000,1242250
277350100,Wakefield,,418992,,206797,36649
277360100,6 Below: Miracle on the Mountain,,245120,,25000,
277650100,The Other Half,,48575,,25000,
277700100,"I, Tonya",4496123,63359624,,9390998,
277840100,Whitney,,10896484,,,
277860100,God’s Own Country,,,,266196,
277880100,Car Dogs,,33866,,25000,
277940100,The Pass,,,,25000,
277950100,Jet Trash,,8991,,,
278160100,Todos Queremos a Alguien,838471,1389444,,1574999,
278230100,Abacus: Small Enough to Jail,,143480,,89207,
278250100,Obit,,23656,,246312,29687
278260100,La Region Salvaje,,33889,,25000,16207
278290100,Ostwind,,,,25000,
278390100,Eloise,,206376,,25000,
278470100,Youth in Oregon,,37712,,25000,
278480100,Slender Man,2887091,31497315,,,
278490100,He’s Out There,,,,25000,
278530100,Vazante,,27325,,,
278550100,"Bigger, Fatter Liar",,54561,,25000,
278560100,Black Butterfly,874497,383360,,25000,353552
278570100,The Devil’s Candy,,251142,,25000,
278650100,Panique,,19402,,,
278670100,Between Us,,32581,,25000,
278680100,Lost & Found,,,,25000,
278700100,Retake,,55137,,25000,
278710100,The Ottoman Lieutenant,,59069,,189770,
278810100,An Act of Love,,21444,,25000,
278830100,A Bad Moms Christmas,11987997,187917560,,14745997,
278840100,Isle of Dogs,2129878,13117076,,,
278880100,Ballerina,4583022,11761864,,8603498,
279140100,Vince Giordano: There’s a Future in the Past,,,,25000,
279200100,Córki dancingu,,55852,,80055,29974
279210100,Wo Shi Shei,,41870,,25000,
279220100,American Beast,,27031,,25000,
279250100,Disney’s Newsies: The Broadway Musical,,128285,,25000,
279260100,Wind River,6604226,40778292,,10860997,2097055
279270100,Stray Bullets,,30611,,25000,
279330100,Red Dog: True Blue,,,,,
279400100,Barbie: Video Game Hero,,163076,,25000,
279420100,Snezhnaya koroleva 3. Ogon i led,89958,,,25000,
279430100,Sgt. Stubby: An American Hero,243517,1397625,,,
279460100,Norman: The Moderate Rise and Tragic Fall of a New York Fixer,,294821,,3748498,
279470100,Paris Can Wait,,705312,,5428498,
279480100,Saving Banksy,,29315,,37772,
279530100,La Trilogie Marseillaise,,,,25000,228773
279570100,Call Me by Your Name,734288,3762178,,7728498,
279580100,The Levelling,,27522,,25000,
279590100,The Harrow,,25094,,25000,
279670100,All Nighter,,197730,,25000,
279680100,Awakening the Zodiac,,137031,,25000,
279700100,Mom & Dad,1279664,1032812,,,
279720100,Swan Princess: Royally Undercover,,,,25000,
279910100,Dead West,,18509,,25000,
279920100,Candiland,,19530,,25000,
